frame.number,frame.time_epoch,eth.src,eth.dst,ip.ttl,ip.src,udp.srcport,ip.dst,udp.dstport,data
2164, 1473412504.293145000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 542 Price: 1552
2165, 1473412504.418370000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 542 Price: 1552
2166, 1473412504.487129000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 542 Price: 1552
2167, 1473412505.245859000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 543 Price: 1573
2168, 1473412505.345470000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 543 Price: 1573
2169, 1473412505.385531000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 543 Price: 1573
2170, 1473412505.468537000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 543 Price: 1573
2171, 1473412506.222443000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 544 Price: 1663
2172, 1473412506.310864000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 544 Price: 1663
2173, 1473412506.325480000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 544 Price: 1663
2174, 1473412506.442472000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 544 Price: 1663
2175, 1473412507.331857000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 545 Price: 1580
2176, 1473412507.355816000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 545 Price: 1580
2177, 1473412507.467798000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 545 Price: 1580
2178, 1473412507.581091000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 545 Price: 1580
2179, 1473412508.238915000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 546 Price: 1633
2180, 1473412508.308135000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 546 Price: 1633
2181, 1473412508.383573000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 546 Price: 1633
2182, 1473412508.548112000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 546 Price: 1633
2183, 1473412509.135821000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 547 Price: 1608
2184, 1473412509.409079000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 547 Price: 1608
2185, 1473412509.525484000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 547 Price: 1608
2186, 1473412509.584904000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 547 Price: 1608
2187, 1473412510.308063000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 548 Price: 1692
2188, 1473412510.341332000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 548 Price: 1692
2189, 1473412510.436152000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 548 Price: 1692
2190, 1473412510.559273000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 548 Price: 1692
2191, 1473412511.123556000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 549 Price: 1676
2192, 1473412511.314529000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 549 Price: 1676
2193, 1473412511.340523000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 549 Price: 1676
2194, 1473412511.345645000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 549 Price: 1676
2195, 1473412512.355707000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 550 Price: 1545
2196, 1473412512.370717000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 550 Price: 1545
2197, 1473412512.455184000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 550 Price: 1545
2198, 1473412512.460138000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 550 Price: 1545
2199, 1473412513.236242000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 551 Price: 1674
2200, 1473412513.397716000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 551 Price: 1674
2201, 1473412513.450478000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 551 Price: 1674
2202, 1473412513.478747000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 551 Price: 1674
2203, 1473412514.440990000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 552 Price: 1639
2204, 1473412514.517071000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 552 Price: 1639
2205, 1473412514.517150000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 552 Price: 1639
2206, 1473412514.598900000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 552 Price: 1639
2207, 1473412515.325321000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 553 Price: 1576
2208, 1473412515.395866000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 553 Price: 1576
2209, 1473412515.497509000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 553 Price: 1576
2210, 1473412515.529376000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 553 Price: 1576
2211, 1473412516.323389000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 554 Price: 1585
2212, 1473412516.504598000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 554 Price: 1585
2213, 1473412516.524670000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 554 Price: 1585
2214, 1473412516.581703000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 554 Price: 1585
2215, 1473412517.254426000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 555 Price: 1613
2216, 1473412517.300663000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 555 Price: 1613
2217, 1473412517.360756000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 555 Price: 1613
2218, 1473412517.415535000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 555 Price: 1613
2219, 1473412518.113600000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 556 Price: 1538
2220, 1473412518.348397000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 556 Price: 1538
2221, 1473412518.365405000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 556 Price: 1538
2222, 1473412518.496749000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 556 Price: 1538
2223, 1473412519.308807000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 557 Price: 1600
2224, 1473412519.399755000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 557 Price: 1600
2225, 1473412519.467339000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 557 Price: 1600
2226, 1473412519.539410000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 557 Price: 1600
2227, 1473412520.230719000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 558 Price: 1513
2228, 1473412520.485030000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 558 Price: 1513
2229, 1473412520.504421000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 558 Price: 1513
2230, 1473412520.516621000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 558 Price: 1513
2231, 1473412521.274125000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 559 Price: 1586
2232, 1473412521.314846000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 559 Price: 1586
2233, 1473412521.340605000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 559 Price: 1586
2234, 1473412521.505146000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 559 Price: 1586
2235, 1473412522.152792000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 560 Price: 1646
2236, 1473412522.390014000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 560 Price: 1646
2237, 1473412522.557157000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 560 Price: 1646
2238, 1473412522.568225000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 560 Price: 1646
2239, 1473412523.127857000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 561 Price: 1656
2240, 1473412523.328341000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 561 Price: 1656
2241, 1473412523.414963000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 561 Price: 1656
2242, 1473412523.579876000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 561 Price: 1656
2243, 1473412524.248071000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 562 Price: 1568
2244, 1473412524.322771000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 562 Price: 1568
2245, 1473412524.355141000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 562 Price: 1568
2246, 1473412524.583902000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 562 Price: 1568
2247, 1473412525.114542000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 563 Price: 1544
2248, 1473412525.441913000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 563 Price: 1544
2249, 1473412525.490575000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 563 Price: 1544
2250, 1473412525.502228000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 563 Price: 1544
2251, 1473412526.499470000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 564 Price: 1613
2252, 1473412526.516089000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 564 Price: 1613
2253, 1473412526.526450000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 564 Price: 1613
2254, 1473412526.560983000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 564 Price: 1613
2255, 1473412527.443349000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 565 Price: 1566
2256, 1473412527.469111000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 565 Price: 1566
2257, 1473412527.578236000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 565 Price: 1566
2258, 1473412527.591883000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 565 Price: 1566
2259, 1473412528.217829000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 566 Price: 1590
2260, 1473412528.370655000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 566 Price: 1590
2261, 1473412528.371052000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 566 Price: 1590
2262, 1473412528.410108000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 566 Price: 1590
2263, 1473412529.290976000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 567 Price: 1605
2264, 1473412529.499820000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 567 Price: 1605
2265, 1473412529.546795000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 567 Price: 1605
2266, 1473412529.566036000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 567 Price: 1605
2267, 1473412530.254131000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 568 Price: 1645
2268, 1473412530.263562000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 568 Price: 1645
2269, 1473412530.348450000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 568 Price: 1645
2270, 1473412530.458967000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 568 Price: 1645
2271, 1473412531.158726000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 569 Price: 1558
2272, 1473412531.335193000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 569 Price: 1558
2273, 1473412531.396509000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 569 Price: 1558
2274, 1473412531.474600000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 569 Price: 1558
2275, 1473412532.158713000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 570 Price: 1595
2276, 1473412532.394753000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 570 Price: 1595
2277, 1473412532.412355000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 570 Price: 1595
2278, 1473412532.599765000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 570 Price: 1595
2279, 1473412533.348964000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 571 Price: 1505
2280, 1473412533.350046000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 571 Price: 1505
2281, 1473412533.378618000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 571 Price: 1505
2282, 1473412533.590223000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 571 Price: 1505
2283, 1473412534.133840000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 572 Price: 1632
2284, 1473412534.334011000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 572 Price: 1632
2285, 1473412534.412123000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 572 Price: 1632
2286, 1473412534.556330000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 572 Price: 1632
2287, 1473412535.330647000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 573 Price: 1501
2288, 1473412535.363711000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 573 Price: 1501
2289, 1473412535.411367000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 573 Price: 1501
2290, 1473412535.522305000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 573 Price: 1501
2291, 1473412536.229510000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 574 Price: 1662
2292, 1473412536.329105000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 574 Price: 1662
2293, 1473412536.410935000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 574 Price: 1662
2294, 1473412536.487171000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 574 Price: 1662
2295, 1473412537.168049000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 575 Price: 1530
2296, 1473412537.440569000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 575 Price: 1530
2297, 1473412537.562595000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 575 Price: 1530
2298, 1473412537.587977000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 575 Price: 1530
2299, 1473412538.218023000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 576 Price: 1597
2300, 1473412538.323863000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 576 Price: 1597
2301, 1473412538.426467000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 576 Price: 1597
2302, 1473412538.552174000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 576 Price: 1597
2303, 1473412539.244840000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 577 Price: 1614
2304, 1473412539.358242000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 577 Price: 1614
2305, 1473412539.412455000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 577 Price: 1614
2306, 1473412539.584156000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 577 Price: 1614
2307, 1473412540.321106000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 578 Price: 1552
2308, 1473412540.331184000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 578 Price: 1552
2309, 1473412540.535059000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 578 Price: 1552
